object,version,sheet_types,sheets_n,area_total_m2,area_living_m2,room_counts,rooms,sources
проектная документация по проекту лахденпохья 6мд (29.10.25),,"ведомость чертежей, планировка, спецификация, фасад",6,276.2,165.4,"гостиная:2, прихожая:4, санузел:4, спальня:6, терраса:6",Тех. Помещение 4.67м²; Спальня 11.82м²; Кухня-Гостиная 29.98м²; Спальня 8.82м²; Холл 3.47м²; Спальня 11.71м²; С/У 4.1м²; Прихожая 4.52м²; С/У 3.59м²; Крыльцо 3.0м²; Открытая терраса 30.7м²; Крытая терраса 18.0м²; Открытая терраса 3.71м²; Тех. Помещение 4.67м²; Спальня 11.82м²; Кухня-Гостиная 29.98м²; Спальня 8.82м²; Холл 3.47м²; Спальня 11.71м²; С/У 4.1м²; Прихожая 4.52м²; С/У 3.59м²; Крыльцо 3.0м²; Открытая терраса 30.7м²; Крытая терраса 18.0м²; Открытая терраса 3.71м²,2025\Дома\Пол Окенфольд\Проектная документация по проекту Лахденпохья 6мд (29.10.25).pdf (стр.1) | 2025\Дома\Пол Окенфольд\Проектная документация по проекту Лахденпохья 6мд (29.10.25).pdf (стр.2) | 2025\Дома\Пол Окенфольд\Проектная документация по проекту Лахденпохья 6мд (29.10.25).pdf (стр.3) | без адреса\Проектная документация по проекту Лахденпохья 6мд (29.10.25).pdf (стр.1) | без адреса\Проектная документация по проекту Лахденпохья 6мд (29.10.25).pdf (стр.2) | без адреса\Проектная документация по проекту Лахденпохья 6мд (29.10.25).pdf (стр.3)
проектная документация по федоровской усадьбе 2мд,,"ведомость чертежей, планировка, фасад",6,83.9,65.9,"гостиная:2, санузел:2, сауна:2, спальня:2, терраса:1",Кухня-Гостиная 19.61м²; Спальня 5.69м²; С/У 4.17м²; Парная 3.47м²; Кухня-Гостиная 19.61м²; Спальня 5.69м²; С/У 4.17м²; Парная 3.47м²; Терраса 18.0м²,Для обмена\федоровское\Проектная документация по Федоровской усадьбе 2мд.pdf (стр.1) | Для обмена\федоровское\Проектная документация по Федоровской усадьбе 2мд.pdf (стр.2) | Для обмена\федоровское\Проектная документация по Федоровской усадьбе 2мд.pdf (стр.3) | без адреса\Проектная документация по Федоровской усадьбе 2мд.pdf (стр.1) | без адреса\Проектная документация по Федоровской усадьбе 2мд.pdf (стр.2) | без адреса\Проектная документация по Федоровской усадьбе 2мд.pdf (стр.3)
птдк,,спецификация,1,0.0,0.0,,,2025\Дома\Планировка 3МД Баня 3М Лопухинка 2\СПЕЦ\Потолок\птдк.pdf (стр.1)
пустой цех,,планировка,1,0.0,0.0,,,Планировки\ПУСТОЙ ЦЕХ.pdf (стр.1)
пухолово,в1,планировка,1,70.2,52.3,"гостиная:1, кухня:1, санузел:1, спальня:1, терраса:1",кухня-столовая 23.25м²; санузел 3.47м²; коридор 3.55м²; гардеробная 2.2м²; спальня 9.3м²; гостиная 10.58м²; терраса 17.84м²,Планировки\Пухолово в1.pdf (стр.1)
пухолово,в2,планировка,1,59.6,41.8,"кухня:1, прихожая:1, санузел:1, спальня:1, терраса:1",кухня-столовая 23.25м²; санузел 3.74м²; прихожая 3.3м²; гардеробная 2.2м²; спальня 9.3м²; терраса 17.84м²,Планировки\Пухолово в2.pdf (стр.1)
размерный план,,планировка,2,33.6,33.6,,комната 27.0м²; комната 3.6м²; комната 3.0м²,Планировки\Собрать проект 2\Размерный план.pdf (стр.1) | Планировки\Собрать проект\Размерный план.pdf (стр.1)
разрез,,разрез,1,0.0,0.0,,,Планировки\Настя\Разрез.pdf (стр.1)
разрез по крыльцу снетки,,разрез,1,0.0,0.0,,,Планировки\Разрез по крыльцу снетки.pdf (стр.1)
рамул,в2,планировка,1,58.6,58.6,"гостиная:1, кухня:1, санузел:2, спальня:1",гостиная 22.0м²; кухня 9.42м²; спальня 9.54м²; ванная 3.76м²; туалет 3.5м²; коридор 7.44м²; гардеробная 2.97м²,Планировки\Собрать проект\Рамул в2.pdf (стр.1)
рамул,в3,планировка,1,75.2,75.2,"гостиная:1, кухня:1, санузел:2, спальня:1",гостиная 18.0м²; кухня 22.29м²; санузел 2.97м²; ванная 3.5м²; гардеробная 3.55м²; лестница 4.5м²; спальня 12.65м²; коридор 7.79м²,Планировки\Собрать проект\Рамул в3.pdf (стр.1)
ранта изм,,планировка,1,97.8,97.8,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:1",гостиная 18.0м²; кухня 6.71м²; столовая 24.42м²; спальня 11.17м²; ванная 8.4м²; коридор 9.61м²; санузел 2.79м²; кладовая 3.23м²; кладовая 3.31м²; прихожая 10.19м²,Планировки\RANTA\Ранта изм.pdf (стр.1)
раскладка парадайс,,планировка,1,40.0,40.0,"кухня:2, прихожая:3, санузел:2",Прихожая 9.0м²; Прихожая 9.0м²; Санузел 2.74м²; Санузел 2.74м²; Кухня 3.44м²; Кухня 3.44м²; Холл 9.62м²,Планировки\Раскладка парадайс.pdf (стр.1)
расположение дома на участке,,планировка,1,0.0,0.0,,,Планировки\Расположение дома на участке.pdf (стр.1)
рд 23.10.25-маф задание 03.12.25,,"планировка, разрез, фасад",3,0.0,0.0,,,2026\Планировки\РД 23.10.25-МАФ задание 03.12.25.pdf (стр.1) | 2026\Планировки\РД 23.10.25-МАФ задание 03.12.25.pdf (стр.2) | 2026\Планировки\РД 23.10.25-МАФ задание 03.12.25.pdf (стр.3)
рд офмс 5м планировка,,планировка,1,0.0,0.0,детская:1,Зона ожидания с ТВ; Ресепшн; Макет; Выставочные экземпляры; Детская зона,2024\Офис 5М\РД Офмс 5М планировка.pdf (стр.1)
ромуал,в1,планировка,1,32.7,32.7,"гостиная:1, кухня:1, санузел:1",гостиная 19.04м²; кухня 4.51м²; санузел 4.27м²; кладовая 4.87м²,Планировки\Собрать проект\Ромуал в1.pdf (стр.1)
ромуальдас,,планировка,1,32.3,32.3,"гостиная:1, кухня:1, санузел:1",гостиная 19.04м²; кухня 4.87м²; санузел 2.97м²; коридор 3.07м²; кладовая 2.39м²,Планировки\Собрать проект\Ромуальдас.pdf (стр.1)
ромуальдас,в2,планировка,1,32.3,32.3,"кухня:1, прихожая:1, санузел:1, спальня:1",спальня 19.04м²; кухня 3.42м²; ванная 1.8м²; коридор 3.13м²; прихожая 4.87м²,Планировки\Собрать проект\Ромуальдас в2.pdf (стр.1)
ромул,в3,планировка,1,67.5,67.5,"гостиная:1, кухня:1, санузел:2, спальня:1",гостиная 22.29м²; кухня 18.0м²; спальня 12.65м²; ванная 2.97м²; санузел 3.5м²; гардеробная 3.55м²; лестница 4.5м²,Планировки\Собрать проект\Ромул в3.pdf (стр.1)
рощино,в1,планировка,1,67.9,67.9,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:1",гостиная 23.66м²; кухня 9.67м²; спальня 15.65м²; ванная 4.37м²; туалет 4.62м²; прихожая 6.93м²; лестница 3.0м²,Планировки\Рощино в1.pdf (стр.1)
рощино,в2,планировка,1,67.9,67.9,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:1",гостиная 23.66м²; кухня 9.67м²; спальня 15.65м²; ванная 4.37м²; туалет 4.62м²; прихожая 6.93м²; лестница 3.0м²,Планировки\Рощино в2.pdf (стр.1)
рощино,в3,планировка,1,82.7,64.7,"гостиная:1, прихожая:1, санузел:2, спальня:1, терраса:1",спальня 9.67м²; кухня-гостиная 22.6м²; санузел 4.62м²; ванная 4.14м²; прихожая 6.93м²; коридор 16.74м²; терраса 18.0м²,Планировки\Рощино в3.pdf (стр.1)
рощино,в4,планировка,1,78.3,60.3,"гостиная:1, кухня:1, санузел:2, спальня:1",гостиная 22.64м²; кухня 17.1м²; спальня 9.0м²; ванная 3.92м²; туалет 4.64м²; коридор 3.0м²; балкон 18.0м²,Планировки\Рощино в4.pdf (стр.1)
рощино,в5,планировка,1,68.4,68.4,"гостиная:1, кухня:1, санузел:1",гостиная 22.64м²; кухня 16.81м²; санузел 8.67м²; комната 8.81м²; коридор 3.92м²; кладовая 4.55м²; лестница 3.0м²,Планировки\Рощино в5.pdf (стр.1)
рощино,в6,планировка,1,44.4,44.4,"гостиная:1, кухня:1, санузел:1",гостиная 23.47м²; кухня 9.46м²; санузел 4.23м²; кладовая 4.29м²; лестница 3.0м²,Планировки\Lampi 4\Рощино в6.pdf (стр.1)
рыбацкая кухня челмуши,в1,планировка,1,0.0,0.0,,СУШ ШКАФ; ХД; МЗ,Планировки\Собрать проект\Рыбацкая кухня Челмуши в1.pdf (стр.1)
рыбацкий блок челмуши,в1,планировка,1,0.0,0.0,,СУШ ШКАФ; ХД; МЗ,Планировки\Собрать проект\Рыбацкий блок Челмуши в1.pdf (стр.1)
рязань,,планировка,1,0.0,0.0,,,Планировки\Lampi 4\Рязань.pdf (стр.1)
рязань,в5,планировка,1,73.1,73.1,"гостиная:1, санузел:2, спальня:2",спальня 12.33м²; спальня 12.33м²; кухня-гостиная 33.47м²; санузел 4.77м²; санузел 4.77м²; коридор 5.43м²,С рабочего стола Юры (бывш Аркадий)\то что было на компе тут\Лиза\Рязань в5\Рязань в5.pdf (стр.1)
рязань,в6,планировка,1,89.7,89.7,"гостиная:1, кухня:1, санузел:1, спальня:1",гостиная 32.56м²; спальня 18.0м²; комната 11.5м²; кухня 12.17м²; санузел 4.29м²; коридор 4.39м²; гардеробная 6.78м²,Работы Валя\1FF\Рязань в6.pdf (стр.1)
рязань,в7,планировка,1,89.7,89.7,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:1",гостиная 32.56м²; спальня 18.0м²; комната 11.5м²; кухня 12.17м²; санузел 4.29м²; коридор 6.78м²; прихожая 4.39м²,Работы Валя\1FF\Рязань в7.pdf (стр.1)
рязань 2,в1,планировка,1,91.4,64.4,"гостиная:1, санузел:2, спальня:1, терраса:1",спальня 12.87м²; ванная 3.38м²; кухня-гостиная 34.39м²; санузел 4.63м²; гардеробная 4.03м²; лестничная клетка 5.1м²; терраса 27.0м²,Планировки\Рязань 2 в1.pdf (стр.1)
рязань иправления от 30.05,,планировка,1,0.0,0.0,,,Планировки\Lampi 4\Рязань иправления от 30.05.pdf (стр.1)
рязань итог,,планировка,1,71.7,71.7,"гостиная:1, кухня:1, санузел:1, спальня:1",гостиная 32.56м²; спальня 11.5м²; ванная 4.29м²; гардеробная 6.78м²; кухня 4.39м²; ПМ 12.17м²,Планировки\Рязань итог.pdf (стр.1)
рязань планировочное решение,,планировка,1,71.7,71.7,"гостиная:1, кухня:1, санузел:1, спальня:1",гостиная 32.56м²; кухня 12.17м²; спальня 11.5м²; ванная 4.29м²; гардеробная 6.78м²; ПМ 4.39м²,Планировки\Lampi 4\Рязань планировочное решение.pdf (стр.1)
рязань схема террас,,планировка,1,31.9,31.9,"кухня:1, санузел:1, спальня:1",кухня-столовая 19.09м²; спальня 7.55м²; ванная 3.5м²; гардеробная 1.8м²,Планировки\Рязань схема террас.pdf (стр.1)
рязань эскиз,,планировка,1,19.5,19.5,"кухня:1, санузел:1",коридор 11.34м²; санузел 1.1м²; кладовая 1.6м²; кухня-столовая 5.5м²,Планировки\Собрать проект\Рязань эскиз.pdf (стр.1)
рязань2,в2,планировка,1,77.7,77.7,"гостиная:1, прихожая:1, санузел:2, спальня:1",спальня 12.87м²; ванная 3.38м²; коридор 5.1м²; кухня-гостиная 34.39м²; санузел 4.63м²; гардеробная 4.03м²; лестница 7.0м²; прихожая 6.26м²,Планировки\Рязань2 в2.pdf (стр.1)
самая последняя планировка (1),,планировка,1,73.9,73.9,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:1",гостиная 33.5м²; кухня 18.0м²; спальня 9.25м²; ванная 4.03м²; гардеробная 4.16м²; прихожая 5.0м²,Работы Валя\Эко озеро\КД дома\Самая последняя планировка (1).pdf (стр.1)
самая последняя планировка (1) (2),,планировка,1,81.4,81.4,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:1",гостиная 33.5м²; кухня 18.0м²; ванная 4.03м²; туалет 4.16м²; прихожая 5.0м²; спальня 9.25м²; коридор 7.48м²,Работы Валя\Вельск\Самая последняя планировка (1) (2).pdf (стр.1)
самая последняя планировка экоозеро,,планировка,1,77.3,77.3,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:1",гостиная 33.5м²; кухня 18.0м²; спальня 9.25м²; ванная 4.03м²; коридор 7.48м²; прихожая 5.0м²,Работы Валя\Вельск\Самая последняя планировка Экоозеро.pdf (стр.1)
санино 5мд,в4,планировка,1,124.3,84.2,"гостиная:1, прихожая:1, санузел:2, спальня:2, терраса:1",Кухня-Гостиная 31.54м²; Прихожая 9.17м²; С/У-1 7.53м²; Спальная 1 17.48м²; Гардероб 2.46м²; С/У-2 3.44м²; Спальная 2 12.59м²; Терраса 36.41м²; Крыльцо 3.65м²,Катерина\Юрочка\Санино 5МД В4.pdf (стр.1)
сарай планировка,,планировка,1,9.6,9.6,,САРАЙ 9.6м²,Работы Валя\Ебучий сарай\Сарай планировка.pdf (стр.1)
сваи под террасу дома,,планировка,1,0.0,0.0,,,Планировки\RANTA\Сваи под террасу дома.pdf (стр.1)
сваи под террасу дома уточнения,,планировка,1,0.0,0.0,,,Планировки\RANTA\Сваи под террасу дома уточнения.pdf (стр.1)
свайное поле малышев отступы от границ,,планировка,1,0.0,0.0,,,Планировки\Обновленные\Свайное поле Малышев отступы от границ.pdf (стр.1)
свайное поле чехофф предв,,планировка,1,0.0,0.0,,,Планировки\Обновленные\Свайное поле Чехофф предв.pdf (стр.1)
свойное поле баня lampi premium,,планировка,1,13.3,13.3,"кухня:1, санузел:1",ванная 8.86м²; кухня 4.44м²,Планировки\Свойное поле баня Lampi Premium.pdf (стр.1)
сергей размерный план от 13.08,,,1,0.0,0.0,,,Планировки\RANTA\Сергей размерный план от 13.08.pdf (стр.1)
скотное,,планировка,1,89.8,71.8,"гостиная:1, санузел:1, спальня:1",спальня 11.29м²; гардеробная 9.11м²; кухня-гостиная 34.95м²; санузел 4.21м²; коридор 9.22м²; лестница 3.0м²; балкон 18.0м²,Планировки\Скотное.pdf (стр.1)
скотное планировка в производство,,планировка,1,87.3,87.3,"гостиная:1, санузел:2, спальня:1",спальня 11.29м²; гардеробная 9.11м²; кухня-гостиная 34.95м²; санузел 4.21м²; коридор 9.22м²; лестница 3.0м²; санузел 4.21м²; кабинет 11.29м²,Работы Валя\Карповы\Скотное планировка в производство.pdf (стр.1)
скотное планировка в производство (1),,планировка,1,87.3,87.3,"гостиная:1, санузел:2, спальня:1",спальня 11.29м²; гардеробная 9.11м²; кухня-гостиная 34.95м²; санузел 4.21м²; коридор 9.22м²; лестница 3.0м²; кабинет 11.29м²; санузел 4.21м²,Загрузки Валя\Скотное планировка в производство (1).pdf (стр.1)
скотное планировка в производство (2),,планировка,1,87.3,87.3,"гостиная:1, санузел:2, спальня:1",спальня 11.29м²; гардеробная 9.11м²; кухня-гостиная 34.95м²; санузел 4.21м²; коридор 9.22м²; лестница 3.0м²; кабинет 11.29м²; санузел 4.21м²,Загрузки Валя\Скотное планировка в производство (2).pdf (стр.1)
скотное планировка в производство (3),,планировка,1,87.3,87.3,"кухня:1, санузел:2, спальня:1",спальня 11.29м²; гардеробная 9.11м²; кухня-столовая 34.95м²; санузел 4.21м²; коридор 9.22м²; лестница 3.0м²; кабинет 11.29м²; санузел 4.21м²,Загрузки Валя\Скотное планировка в производство (3).pdf (стр.1)
скотное планировка в производство (4),,планировка,1,71.8,71.8,"гостиная:1, санузел:1, спальня:1",спальня 11.29м²; гардеробная 9.11м²; кухня-гостиная 34.95м²; санузел 4.21м²; коридор 9.22м²; лестница 3.0м²,Загрузки Валя\Скотное планировка в производство (4).pdf (стр.1)
скотное положение дома на участке,в2,планировка,1,0.0,0.0,,,Планировки\Скотное положение дома на участке в2.pdf (стр.1)
скотное+ванна,,планировка,1,96.1,78.1,"гостиная:1, прихожая:1, санузел:1, спальня:2",спальня 11.29м²; гардеробная 9.11м²; кухня-гостиная 34.95м²; спальня 11.29м²; санузел 4.21м²; прихожая 4.21м²; лестница 3.0м²; балкон 18.0м²,Планировки\Скотное+ванна.pdf (стр.1)
славина,в3,планировка,1,55.6,46.8,"гостиная:1, прихожая:1, санузел:1, спальня:2, терраса:1",спальня 9.27м²; спальня 9.27м²; кухня-гостиная 20.92м²; ванная 3.69м²; холл 3.63м²; морозильная камера; помещение техническое; терраса 8.8м²,Планировки\RANTA\Славина в3.pdf (стр.1)
славино,в1,планировка,1,61.2,49.2,"гостиная:1, прихожая:1, санузел:1, спальня:2, терраса:1",спальня 9.52м²; спальня 9.52м²; ванная 3.69м²; кухня-гостиная 19.26м²; коридор 4.23м²; холл; гардеробная 2.98м²; терраса 12.0м²,Планировки\RANTA\Славино в1.pdf (стр.1)
славино,в2,планировка,1,58.9,58.9,"гостиная:1, прихожая:2, санузел:1, спальня:2",спальня 9.52м²; спальня 9.52м²; кухня-гостиная 17.52м²; санузел 3.69м²; холл 3.63м²; прихожая 2.98м²; кладовая 12.0м²,Планировки\RANTA\Славино в2.pdf (стр.1)
славино,в4,планировка,1,55.6,46.8,"гостиная:1, санузел:1, спальня:2, терраса:1",спальня 9.27м²; спальня 9.27м²; кухня-гостиная 20.92м²; ванная 3.69м²; мороэ 3.63м²; хол; пм; терраса 8.8м²,Планировки\RANTA\Славино в4.pdf (стр.1)
снетки 3 модуля новая,,планировка,1,67.9,49.9,"гостиная:1, кухня:1, санузел:1, спальня:1, терраса:1",гостиная 22.75м²; кухня 9.5м²; спальня 10.45м²; ванная 4.2м²; ПМ 3.0м²; терраса 18.0м²,Планировки\Lampi 4\Снетки 3 модуля новая.pdf (стр.1)
снетки хоз в работу,,планировка,1,72.9,72.9,,СТМ 6.77м²; СТМ 6.75м²; СУШ ШКАФ 8.67м²; СТМ 4.15м²; СТМ 28.55м²; 5 СТМ 18.0м²,Планировки\Lampi 4\Снетки хоз в работу.pdf (стр.1)
согласованная планировка,,планировка,1,72.6,55.6,"гостиная:1, санузел:1, сауна:1, терраса:1",Парная 16.24м²; Помывочное помещение 8.56м²; Массажный кабинет 5.5м²; Кухня-Гостиная 16.33м²; Тамбур 7.79м²; С/У 1.21м²; Терраса 16.96м²,3D визуализация\ФАСАДЫ\Фасады Байкал 3MD Банный дом\согласованная планировка.pdf (стр.1)
согласованная планировка александра боброво,,планировка,1,99.4,66.4,"гостиная:1, прихожая:1, санузел:1, спальня:1, терраса:1",Кабинет 10.88м²; Кухня-Гостиная 29.45м²; Спальная 16.28м²; С/У 4.69м²; Прихожая 5.06м²; Крыльцо 6.08м²; Терраса 26.98м²,2025\Дома\Александра 5МД\Планировка\Согласованная планировка Александра Боброво.pdf (стр.1)
солнечное - клумба,,"разрез, спецификация, узел",3,0.0,0.0,,,2025\Планировки\Юра\Солнечное - Клумба.pdf (стр.1) | 2025\Планировки\Юра\Солнечное - Клумба.pdf (стр.2) | 2025\Планировки\Юра\Солнечное - Клумба.pdf (стр.3)
сосновские горки,в1,планировка,1,35.3,35.3,"гостиная:1, кухня:1, спальня:1",спальня 7.93м²; гостиная 19.35м²; кухня 3.28м²; ПМ 1.08м²; Х 3.68м²,Планировки\Lampi 4\Сосновские горки в1.pdf (стр.1)
состав проекта,,состав проекта,1,0.0,0.0,,,Планировки\Собрать проект\Состав проекта.pdf (стр.1)
состав проекта 2,,состав проекта,1,0.0,0.0,,,Планировки\Собрать проект\Состав проекта 2.pdf (стр.1)
состав проекта 3,,состав проекта,1,0.0,0.0,,,Планировки\Собрать проект\Состав проекта 3.pdf (стр.1)
спецификация бакшты деревянные,,узел,1,0.0,0.0,,,Планировки\RANTA\Спецификация БАкшты деревянные.pdf (стр.1)
спецификация деревянных окон lampi m3 black,,спецификация,1,0.0,0.0,,,Планировки\Спецификация деревянных окон Lampi M3 BLACK.pdf (стр.1)
спецификация деревянных окон lampi m3 standart,,спецификация,1,0.0,0.0,,,Планировки\Спецификация деревянных окон Lampi M3 STANDART.pdf (стр.1)
спецификация окон,,спецификация,1,0.0,0.0,,,Планировки\Собрать проект 2\Спецификация окон.pdf (стр.1)
спецификация окон lampi m3 black,,спецификация,1,0.0,0.0,,,Планировки\Спецификация окон Lampi M3 BLACK.pdf (стр.1)
спецификация окон lampi m3 standart,,спецификация,1,0.0,0.0,,,Планировки\Спецификация окон Lampi M3 STANDART.pdf (стр.1)
спецка,,спецификация,1,0.0,0.0,,,Планировки\Собрать проект\Спецка.pdf (стр.1)
спортивный комплекс,,планировка,1,55.8,46.2,прихожая:1,Гараж 9.57м²; Тренерская 6.49м²; Прокат/сервисная 11.58м²; Холл 8.02м²; Раздевалка 1 10.05м²; Раздевалка 2 10.05м²,Планировки\ньки\Спортивный комплекс.pdf (стр.1)
стены доска,,спецификация,2,0.0,0.0,,,2025\Дома\Планировка 3МД Баня 3М Лопухинка 2\СПЕЦ\Стены\Стены доска.pdf (стр.1) | 2025\Дома\Планировка 3МД Баня 3М Лопухинка 2\СПЕЦ\Стены\Стены доска.pdf (стр.2)
суздаль,в1,планировка,1,70.8,52.8,"гостиная:1, кухня:1, санузел:1, спальня:1, терраса:1",гостиная 23.51м²; кухня 9.72м²; спальня 10.59м²; ванная 4.26м²; коридор 4.68м²; терраса 18.0м²,Планировки\Lampi 4\Суздаль в1.pdf (стр.1)
суздаль,в2,планировка,1,70.8,52.8,"гостиная:1, кухня:1, санузел:1, спальня:1, терраса:1",гостиная 23.51м²; кухня 9.72м²; спальня 10.59м²; санузел 4.26м²; коридор 4.68м²; терраса 18.0м²,Планировки\Lampi 4\Суздаль в2.pdf (стр.1)
суздаль 2,в1,планировка,1,53.1,53.1,санузел:1,ПМ 9.0м²; Х 18.84м²; комната 18.0м²; С/У 3.23м²; коридор 1.08м²; кладовая 3.0м²,Планировки\Собрать проект\Суздаль 2в1.pdf (стр.1)
суздаль 2,в2,планировка,1,41.1,41.1,"гостиная:1, кухня:1, санузел:1",гостиная 18.84м²; кухня 18.0м²; санузел 3.23м²; ПМ 1.08м²; Х,Планировки\Собрать проект\Суздаль 2в2.pdf (стр.1)
суздаль 2,в3,планировка,1,50.1,50.1,"гостиная:1, кухня:1, санузел:1, спальня:1",гостиная 18.84м²; спальня 18.0м²; кухня 9.0м²; санузел 3.23м²; ПМ 1.08м²; Х,Планировки\Собрать проект\Суздаль 2в3.pdf (стр.1)
суздаль 2,в4,планировка,1,50.0,50.0,"гостиная:1, кухня:1, санузел:1, спальня:1",гостиная 18.72м²; спальня 18.0м²; кухня 9.0м²; санузел 3.23м²; ПМ 1.08м²; Х,Планировки\Собрать проект\Суздаль 2в4.pdf (стр.1)
суздаль 2,в6,планировка,1,50.0,50.0,"гостиная:1, кухня:1, санузел:1, спальня:1",гостиная 18.72м²; спальня 18.0м²; кухня 9.0м²; санузел 3.23м²; ПМ 1.08м²; Х,Планировки\Собрать проект\Суздаль 2в6.pdf (стр.1)
суздаль 2,в7,планировка,1,50.0,50.0,"гостиная:1, кухня:1, санузел:1, спальня:1",гостиная 18.52м²; спальня 18.0м²; кухня 9.0м²; санузел 3.23м²; коридор 1.29м²; ПМ; Х,Планировки\Собрать проект\Суздаль 2в7.pdf (стр.1)
суздаль 2,в8,планировка,1,53.0,53.0,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:1",гостиная 18.52м²; спальня 18.0м²; кухня 9.0м²; ванная 3.23м²; коридор 1.29м²; прихожая 3.0м²,Планировки\RANTA\Суздаль 2 в8.pdf (стр.1)
суздаль 2 в8 (2),,планировка,1,50.0,50.0,"гостиная:1, санузел:2, спальня:1",гостиная 18.52м²; спальня 18.0м²; ванная 3.23м²; туалет 1.29м²; коридор 9.0м²,2024\Суздаль 2М\Суздаль 2 в8 (2).pdf (стр.1)
суздаль 3,в5,планировка,1,50.0,50.0,"гостиная:1, кухня:1, санузел:1, спальня:1",гостиная 18.72м²; спальня 18.0м²; кухня 9.0м²; санузел 3.23м²; ПМ 1.08м²; Х,Планировки\Собрать проект\Суздаль 3в5.pdf (стр.1)
суздаль 4мд антон,,планировка,1,73.8,73.8,"гостиная:1, кухня:1, санузел:1, спальня:1",кухня-столовая 23.51м²; гостиная 18.0м²; спальня 10.59м²; санузел 4.26м²; гардеробная 4.68м²; лестничная клетка 3.0м²; коридор 9.72м²,2025\Дома\Суздаль 4МД Антон\Суздаль 4МД Антон.pdf (стр.1)
суздаль 4мд антон,в2,планировка,1,73.8,73.8,"гостиная:1, кухня:1, санузел:1, спальня:1",гостиная 23.51м²; кухня 18.0м²; спальня 10.59м²; ванная 4.26м²; гардеробная 4.68м²; коридор 9.72м²; лестница 3.0м²,2025\Дома\Суздаль 4МД Антон\Суздаль 4МД Антон В2.pdf (стр.1)
суздаль 4мд антон,в3,планировка,1,73.8,73.8,"гостиная:1, кухня:1, санузел:2, спальня:1",кухня-столовая 23.51м²; гостиная 18.0м²; спальня 10.59м²; санузел 4.68м²; ванная 4.26м²; коридор 9.72м²; лестничная клетка 3.0м²,2025\Дома\Суздаль 4МД Антон\Суздаль 4МД Антон В3.pdf (стр.1)
суздаль 4мд антон,в4,планировка,1,73.8,73.8,"гостиная:1, кухня:1, санузел:2, спальня:1",гостиная 23.51м²; кухня 9.72м²; санузел 4.68м²; ванная 4.26м²; кладовая 3.0м²; спальня 10.59м²; лестница 18.0м²,2025\Дома\Суздаль 4МД Антон\Суздаль 4МД Антон В4.pdf (стр.1)
схема каркаса террас,,планировка,1,0.0,0.0,,,Планировки\RANTA\Схема каркаса террас.pdf (стр.1)
схема подключения коммуникаций скотное,,планировка,1,0.0,0.0,,,Планировки\Схема подключения коммуникаций Скотное.pdf (стр.1)
схема посадки дома,,планировка,1,0.0,0.0,,,Планировки\Собрать проект\Схема посадки дома.pdf (стр.1)
тех. характеристики дома..doc,,"другое, спецификация",3,0.0,0.0,,,2025\Планировки\Вводные\На анг\Тех. характеристики дома..doc.pdf (стр.1) | 2025\Планировки\Вводные\На анг\Тех. характеристики дома..doc.pdf (стр.2) | 2025\Планировки\Вводные\На анг\Тех. характеристики дома..doc.pdf (стр.3)
тимур агалатово,в2,планировка,1,29.6,29.6,"гостиная:1, кухня:1",гостиная 16.8м²; кухня 12.8м²,Планировки\Lampi 4\Тимур Агалатово в2.pdf (стр.1)
титульник,,другое,1,0.0,0.0,,,Планировки\Собрать проект\Титульник.pdf (стр.1)
фасад вариант 1,,фасад,1,0.0,0.0,,,Планировки\Фасад Вариант 1.pdf (стр.1)
фасад вариант 2,,фасад,1,0.0,0.0,,,Планировки\Фасад Вариант 2.pdf (стр.1)
фасадные решения,,фасад,1,0.0,0.0,,,Планировки\Собрать проект 2\Фасадные решения.pdf (стр.1)
фасады,,фасад,1,0.0,0.0,,,Планировки\Собрать проект\Фасады.pdf (стр.1)
фасады карповы 1,,фасад,1,0.0,0.0,,,Планировки\Фасады Карповы 1.pdf (стр.1)
фонтанка1,в1,планировка,1,17.9,17.9,санузел:1,комната 12.63м²; ванная 2.9м²; коридор 2.4м²,Планировки\Обновленные\Фонтанка1 в1.pdf (стр.1)
форэскиз 2000x1000 mm@2x сжат сильно,,планировка,1,0.0,0.0,,,Планировки\Форэскиз 2000x1000 mm@2x сжат сильно.pdf (стр.1)
херкально бриз,,планировка,1,19.9,19.9,,комната 9.91м²; комната 4.31м²; комната 5.7м²,Планировки\Херкально бриз.pdf (стр.1)
хозблок (11мд москва) проект,,"планировка, разрез, спецификация",3,0.0,0.0,,,2025\Дома\11МД Москва Евгения\ХОЗБЛОК\Хозблок (11МД Москва) Проект.pdf (стр.1) | 2025\Дома\11МД Москва Евгения\ХОЗБЛОК\Хозблок (11МД Москва) Проект.pdf (стр.2) | 2025\Дома\11МД Москва Евгения\ХОЗБЛОК\Хозблок (11МД Москва) Проект.pdf (стр.3)
