object,version,sheet_type,title,path,page,area_total_m2,area_living_m2,room_counts,rooms
планировка с изм,,планировка,Планировка дома,2024\Прадайз\KD\Планировка с изм.pdf,1,105.5,105.5,"гостиная:1, кухня:1, санузел:2, спальня:3",Гостиная 48.5м²; Спальня 13.53м²; Спальня 9.16м²; Спальня 9.16м²; Кухня 6.45м²; Ванная 3.68м²; Туалет 2.84м²; Хозблок 12.2м²
планировка с изм,,планировка,Планировка дома,2024\Прадайз\Нью парадайс\KD\Планировка с изм.pdf,1,112.1,112.1,"гостиная:1, кухня:1, прихожая:1, санузел:3, спальня:3",гостиная 48.5м²; кухня 13.53м²; спальня 6.45м²; ванная 3.68м²; гардеробная 5.65м²; прихожая 6.27м²; спальня 9.16м²; спальня 9.16м²; ванная 2.84м²; ванная 3.42м²; коридор 3.42м²
планировка с изм,,планировка,Планировка дома,Работы Валя\Нью парадайс\KD\Планировка с изм.pdf,1,105.5,105.5,"гостиная:1, кухня:1, санузел:2, спальня:3",Гостиная 48.5м²; Спальня 13.53м²; Спальня 9.16м²; Спальня 9.16м²; Кухня 6.45м²; Ванная 3.68м²; Туалет 2.84м²; Хозблок 12.2м²
планировка с размерами александра 5мд,,планировка,Александра 5МД,2025\Дома\Александра 5МД\Планировка\Планировка с размерами Александра 5МД.pdf,1,0.0,0.0,,
планировка с террасами - вариант 1,,планировка,Планировка с террасами (вар.1),комарово\Планировка с террасами - вариант 1.pdf,1,17.3,1.8,терраса:2,терраса 7.5м²; терраса 8.0м²; лестница 1.8м²
планировка с террасами - вариант 1,,фасад,Хозяйственный корпус,комарово\Планировка с террасами - вариант 1.pdf,2,0.0,0.0,,
планировка синявино,,планировка,План с расстановкой мебели,Загрузки Валя\Планировка Синявино.pdf,1,77.6,60.5,"гостиная:1, санузел:1, терраса:1",Терраса 17.1м²; Кухня-столовая-гостиная 26.3м²; Жилая комната 10.7м²; Жилая комната 14.9м²; Хол.; Гардероб 3.9м²; С/У 4.7м²
планировка синявино (1),,планировка,План с расстановкой мебели,Загрузки Валя\Планировка Синявино (1).pdf,1,77.6,60.5,"гостиная:1, санузел:1, терраса:1",Терраса 17.1м²; Кухня-столовая-гостиная 26.3м²; Жилая комната 10.7м²; Жилая комната 14.9м²; Хол.; Гардероб 3.9м²; С/У 4.7м²
планировка согласованная,в4,планировка,Банный комплекс Хутор,"2025\Бани\Юлия, БАНЯ 3 М КП ХУТОР БЛИЗ ИЗВАРЫ\планировка согласованная В4.pdf",1,0.0,0.0,,Банный комплекс Хутор
планировка согласовать,,планировка,Планировка,Загрузки Валя\Планировка согласовать.pdf,1,52.8,52.8,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:1",спальня 11.34м²; кухня 4.9м²; ванная 4.12м²; прихожая 5.06м²; гостиная 23.03м²; туалет 2.0м²; кладовая 2.3м²
планировка спа 4мд,в1,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Планировка СПА 4МД В1.pdf,1,81.0,58.2,"гостиная:1, прихожая:1, санузел:1, сауна:1, спальня:1, терраса:1",Кухня-Гостиная 20.68м²; Парная 10.75м²; Душевая 3.4м²; СПА 10.38м²; Прихожая 2.91м²; С/У 2.04м²; Спальная 8.02м²; Терраса 19.84м²; Крыльцо 3.0м²
планировка спа 4мд,в2,планировка,Country House,2025\Планировки\Юра\Планировка СПА 4МД В2.pdf,1,81.0,58.2,"гостиная:1, прихожая:1, санузел:1, сауна:1, спальня:1, терраса:1",Кухня-Гостиная 20.68м²; Парная 10.75м²; Душевая 3.4м²; СПА 10.38м²; Прихожая 2.91м²; С/У 2.04м²; Спальная 8.02м²; Терраса 19.84м²; Крыльцо 3.0м²
планировка спа 4мд,в3,планировка,Country House,2025\Планировки\Юра\Планировка СПА 4МД В3.pdf,1,75.5,52.7,"гостиная:1, прихожая:1, санузел:1, сауна:1, спальня:1, терраса:1",Кухня-Гостинная 20.68м²; Парная 7.99м²; Душевая 3.03м²; СПА 7.86м²; Прихожая 2.91м²; С/У 2.04м²; Спальная 8.15м²; Терраса 19.84м²; Крыльцо 3.0м²
планировка спа 4мд,в4,планировка,Country House,2025\Планировки\Юра\Планировка СПА 4МД В4.pdf,1,76.0,53.1,"гостиная:1, прихожая:1, санузел:1, сауна:1, спальня:1, терраса:1",Кухня-Гостинная 20.68м²; Парная 8.12м²; Душевая 3.38м²; СПА 7.86м²; Прихожая 2.91м²; С/У 2.04м²; Спальная 8.15м²; Терраса 19.84м²; Крыльцо 3.0м²
планировка спа 4мд,в5,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Планировка СПА 4МД В5.pdf,1,76.0,53.1,"гостиная:1, прихожая:1, санузел:1, сауна:1, спальня:1, терраса:1",Кухня-Гостинная 20.68м²; Парная 8.12м²; Душевая 3.38м²; СПА 7.86м²; Прихожая 2.91м²; С/У 2.04м²; Спальная 8.15м²; Терраса 19.84м²; Крыльцо 3.0м²
планировка спа 4мд,в6,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Планировка СПА 4МД В6.pdf,1,76.0,53.1,"гостиная:1, прихожая:1, санузел:1, сауна:1, спальня:1, терраса:1",Кухня-Гостинная 20.68м²; Парная 8.12м²; Душевая 3.38м²; СПА 7.86м²; Прихожая 2.91м²; С/У 2.04м²; Спальная 8.15м²; Терраса 19.84м²; Крыльцо 3.0м²
планировка ф 6мд ирина раздолье,,планировка,Финальная планировка,2026\ДОМА\6МД Ирина Раздолье\Планировка Ф 6МД Ирина Раздолье.pdf,1,0.0,0.0,"гостиная:1, кухня:1, санузел:2, спальня:1",гостиная; кухня; спальня; ванная; санузел
планировка эскиз 4.1,,планировка,,Загрузки Валя\Telegram Desktop\Планировка эскиз 4.1.pdf,1,71.6,71.6,гостиная:1,комната 10.45м²; кухня-гостиная 20.91м²; комната 7.9м²; комната 3.75м²; комната 9.42м²; комната 3.47м²; комната 6.8м²; комната 8.94м²
планировка эскиз 4.1,,планировка,,Загрузки Валя\Telegram Desktop\Планировка эскиз 4.1.pdf,2,74.9,74.9,,комната 11.27м²; комната 16.21м²; комната 7.9м²; комната 6.74м²; комната 6.8м²; комната 5.12м²; комната 6.68м²; комната 1.08м²; комната 3.68м²; комната 9.42м²
планировка эскиз 4.1 (2),,планировка,,Загрузки Валя\Telegram Desktop\Планировка эскиз 4.1 (2).pdf,1,71.6,71.6,"кухня:1, санузел:1",комната 10.45м²; кухня-столовая 20.91м²; комната 7.9м²; коридор 3.75м²; санузел 3.47м²; комната 9.42м²; лестница 6.8м²; комната 8.94м²
планировка эскиз 4.1 (2),,планировка,,Загрузки Валя\Telegram Desktop\Планировка эскиз 4.1 (2).pdf,2,74.9,74.9,,комната 11.27м²; комната 16.21м²; комната 7.9м²; комната 6.74м²; комната 6.8м²; комната 5.12м²; комната 6.68м²; комната 1.08м²; комната 3.68м²; комната 9.42м²
планировка_изм.1-model,,планировка,Планировка дома,Загрузки Валя\Планировка_ИЗМ.1-Model.pdf,1,93.1,93.1,"гостиная:1, кухня:1, санузел:2, спальня:2",Гостевые домики 31.5м²; Хозблок 12.2м²; кухня 6.27м²; коридор 5.65м²; ванная 3.68м²; спальня 6.45м²; гостиная 13.53м²; столовая 4.85м²; спальня 4.54м²; ванная 4.39м²
планировка_изм.1-model (1),,планировка,Планировка дома,Загрузки Валя\Планировка_ИЗМ.1-Model (1).pdf,1,87.2,87.2,"гостиная:1, кухня:1, санузел:2, спальня:3",Гостевые домики 31.5м²; Хозблок 12.2м²; Гостиная 6.27м²; Кухня 5.65м²; Спальня 13.53м²; Санузел 3.68м²; Санузел 5.45м²; Спальня 4.54м²; Спальня 4.39м²
планировка_изм.1-лист2,,планировка,Планировка дома,2024\Прадайз\KD\Планировка_ИЗМ.1-Лист2.pdf,1,104.5,104.5,"гостиная:1, спальня:5",Гостиная 48.5м²; Спальня 13.53м²; Спальня 6.27м²; Спальня 5.65м²; Спальня 9.16м²; Спальня 9.16м²; Хозблок 12.2м²
планировка_изм.1-лист2,,планировка,Планировка дома,2024\Прадайз\Нью парадайс\KD\Планировка_ИЗМ.1-Лист2.pdf,1,117.0,117.0,"гостиная:1, спальня:6",Гостиная 48.5м²; Спальня 13.53м²; Спальня 6.27м²; Спальня 5.65м²; Спальня 9.16м²; Спальня 9.16м²; Спальня 12.54м²; Хозблок 12.2м²
планировка_изм.1-лист2,,планировка,Планировка дома,Работы Валя\5 модулей друг Василия\Баня\На продажу\Банька 1\Планировка_ИЗМ.1-Лист2.pdf,1,104.5,104.5,"гостиная:1, спальня:5",Гостиная 48.5м²; Спальня 13.53м²; Спальня 6.27м²; Спальня 5.65м²; Спальня 9.16м²; Спальня 9.16м²; Хозблок 12.2м²
планировка_изм.1-лист2,,планировка,Планировка дома,Работы Валя\Нью парадайс\KD\Планировка_ИЗМ.1-Лист2.pdf,1,104.5,104.5,"гостиная:1, спальня:5",Гостиная 48.5м²; Спальня 13.53м²; Спальня 6.27м²; Спальня 5.65м²; Спальня 9.16м²; Спальня 9.16м²; Хозблок 12.2м²
планировки,,планировка,,Загрузки Валя\Telegram Desktop\Планировки.pdf,1,0.0,0.0,,АТРИУМ; СТОЛОВАЯ; СПОРТИВНЫЙ ЗАЛ; АМФИТЕАТР; КЛАССЫ
планировки 1 модуль,,планировка,COUNTRYHOUSE,Загрузки Валя\Планировки 1 модуль.pdf,1,15.1,15.1,"санузел:1, спальня:1",спальня 12.38м²; ванная 2.75м²
планировки 1 модуль,,планировка,COUNTRYHOUSE,Загрузки Валя\Планировки 1 модуль.pdf,2,15.1,15.1,"санузел:1, спальня:1",спальня 12.38м²; ванная 2.75м²
планировки 1 модуль,,планировка,COUNTRY HOUSE,Загрузки Валя\Планировки 1 модуль.pdf,3,22.6,22.6,"гостиная:1, санузел:1",гостиная 17.08м²; ванная 5.54м²
планировки 2,,планировка,,Загрузки Валя\планировки 2.pdf,1,0.0,0.0,"гостиная:1, прихожая:1, санузел:2, спальня:2",гостиная; спальня; спальня; прихожая; хз; с/у; с/у; кот.
планировки 2 (1),,планировка,,Загрузки Валя\планировки 2 (1).pdf,1,0.0,0.0,"гостиная:1, прихожая:1, спальня:3",гостиная; прихожая; спальня; спальня; спальня; кот.; c/y; c/y; c/y
планировки 4м,,планировка,Планировка дома из 4х модулей. Тип 1,2024\Прадайз\Нью парадайс\Планировки 4м.pdf,1,67.9,67.9,"гостиная:1, кухня:1, прихожая:2, санузел:1, спальня:1",кухня 4.61м²; санузел 4.13м²; прихожая 4.76м²; коридор 3.95м²; гостиная 35.55м²; спальня 8.21м²; холл 6.68м²
планировки 4м,,планировка,Планировка дома из 4х модулей Тип 2,2024\Прадайз\Нью парадайс\Планировки 4м.pdf,2,63.3,63.3,"кухня:1, прихожая:1, санузел:1, спальня:1",спальня 9.98м²; ванная 5.01м²; кухня 5.3м²; столовая 23.03м²; коридор 5.11м²; прихожая 6.68м²; кладовая 8.21м²
планировки 4м,,планировка,Планировка дома из 4х модулей. Тип 3,2024\Прадайз\Нью парадайс\Планировки 4м.pdf,3,62.7,62.7,"гостиная:1, кухня:1, санузел:2, спальня:1",кухня 7.6м²; коридор 7.3м²; гостиная 23.95м²; санузел 4.13м²; кладовая 4.75м²; спальня 10.86м²; санузел 4.12м²
планировки 4м,,планировка,Планировка дома из 4х модулей. Тип 1,Работы Валя\Нью парадайс\Планировки 4м.pdf,1,63.9,63.9,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:1",кухня 4.61м²; санузел 4.13м²; прихожая 4.76м²; гостиная 35.55м²; спальня 8.21м²; гардеробная 6.68м²
планировки 4м,,планировка,Планировка дома из 4х модулей Тип 2,Работы Валя\Нью парадайс\Планировки 4м.pdf,2,63.3,63.3,"кухня:1, прихожая:1, санузел:1, спальня:1",спальня 9.98м²; ванная 5.01м²; кухня 5.3м²; столовая 23.03м²; коридор 5.11м²; прихожая 6.68м²; гардеробная 8.21м²
планировки 4м,,планировка,Планировка дома из 4х модулей. Тип 3,Работы Валя\Нью парадайс\Планировки 4м.pdf,3,62.7,62.7,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:1",кухня 7.6м²; коридор 7.3м²; гостиная 23.95м²; санузел 4.13м²; прихожая 4.75м²; спальня 10.86м²; кладовая 4.12м²
планировки 4м,,планировка,Планировка дома из 4х модулей. Тип 1,Работы Валя\Склад\Блоки автокад\скачанные все\Планировки 4м.pdf,1,63.9,63.9,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:1",кухня 4.61м²; санузел 4.13м²; прихожая 4.76м²; гостиная 35.55м²; спальня 8.21м²; гардеробная 6.68м²
планировки 4м,,планировка,Планировка дома из 4х модулей Тип 2,Работы Валя\Склад\Блоки автокад\скачанные все\Планировки 4м.pdf,2,63.3,63.3,"гостиная:1, кухня:1, прихожая:2, санузел:2, спальня:1",Спальня 9.98м²; Ванная 5.01м²; Гостиная 23.03м²; Кухня 5.3м²; Прихожая 5.11м²; Туалет 6.68м²; Холл 8.21м²
планировки 4м,,планировка,Планировка дома из 4х модулей. Тип 3,Работы Валя\Склад\Блоки автокад\скачанные все\Планировки 4м.pdf,3,62.7,62.7,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:1",кухня 7.6м²; коридор 7.3м²; гостиная 23.95м²; санузел 4.13м²; прихожая 4.75м²; спальня 10.86м²; кладовая 4.12м²
планировки 5м,,планировка,Планировка дома из 5ти модулей. Тип 1,Работы Валя\Склад\Блоки автокад\скачанные все\Планировки 5м.pdf,1,73.0,73.0,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:2",Гостиная 36.14м²; Кухня 4.85м²; Спальня 1 8.27м²; Спальня 2 8.27м²; Ванная 4.13м²; Прихожая 6.62м²; Туалет 4.76м²
планировки 5м,,планировка,Планировка дома из 5ти модулей. Тип 2,Работы Валя\Склад\Блоки автокад\скачанные все\Планировки 5м.pdf,2,79.9,79.9,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:1",Ст.М. 4.09м²; Кухня 7.9м²; Санузел 9.97м²; Холл 8.83м²; Гостиная 34.07м²; Спальня 9.76м²; Санузел 5.23м²
планировки 5м,,планировка,Планировка дома из 5 ти модулей. Тип 3,Работы Валя\Склад\Блоки автокад\скачанные все\Планировки 5м.pdf,3,79.8,64.8,"гостиная:1, кухня:1, прихожая:2, санузел:1, спальня:1, терраса:2",Спальня 10.31м²; Гостиная 34.31м²; Кухня 5.46м²; Санузел 4.63м²; Холл 5.4м²; Прихожая 4.68м²; Терраса 9.76м²; Терраса 5.23м²
планировки бани,,планировка,COUNTRY HOUSE,Загрузки Валя\Планировки Бани.pdf,1,31.1,31.1,"гостиная:1, санузел:2, спальня:2",гостиная 17.56м²; спальня 4.93м²; ванная 4.52м²; туалет 4.13м²; спальня
планировки бани,,планировка,COUNTRY HOUSE,Загрузки Валя\Планировки Бани.pdf,2,30.8,23.4,"гостиная:1, санузел:1, терраса:1",кухня-гостиная 16.24м²; санузел 1.53м²; коридор 5.58м²; терраса 7.48м²
планировки бани,,планировка,COUNTRYHOUSE,Загрузки Валя\Планировки Бани.pdf,3,47.4,47.4,"гостиная:1, кухня:1, санузел:1, спальня:1",кухня-столовая 16.24м²; санузел 1.75м²; гостиная 13.5м²; спальня 15.95м²
планировки бани (1),,планировка,COUNTRY HOUSE,Загрузки Валя\Планировки Бани (1).pdf,1,31.1,31.1,"гостиная:1, санузел:2, спальня:2",гостиная 17.56м²; спальня 4.93м²; ванная 4.52м²; туалет 4.13м²; спальня
планировки бани (1),,планировка,COUNTRY HOUSE,Загрузки Валя\Планировки Бани (1).pdf,2,30.8,30.8,"гостиная:1, прихожая:1, санузел:1",кухня-гостиная 16.24м²; санузел 1.53м²; коридор 5.58м²; холл 7.48м²
планировки бани (1),,планировка,COUNTRYHOUSE,Загрузки Валя\Планировки Бани (1).pdf,3,47.4,47.4,"гостиная:1, кухня:1, санузел:1, спальня:1",кухня-столовая 16.24м²; санузел 1.75м²; гостиная 13.5м²; спальня 15.95м²
"планировки бань, 1 модуль",,планировка,План с расстановкой мебели,"Загрузки Валя\Планировки бань, 1 модуль.pdf",1,14.6,14.6,"санузел:1, сауна:1",Сауна 5.2м²; С/у 2.0м²; Комната отдыха 7.4м²
"планировки бань, 1 модуль",,планировка,План с расстановкой мебели,"Загрузки Валя\Планировки бань, 1 модуль.pdf",2,14.1,14.1,"санузел:1, сауна:1",Сауна 4.7м²; С/У 1.9м²; Комната отдыха 7.5м²
"планировки бань, 1 модуль",,планировка,План с расстановкой мебели,"Загрузки Валя\Планировки бань, 1 модуль.pdf",3,31.8,15.5,"санузел:1, сауна:1, терраса:1",Терраса 16.3м²; Парная 5.7м²; Моечная 1.9м²; Комната отдыха 6.8м²; С/У 1.1м²
планировки на гп,,планировка,кратко штамп или имя проекта,Работы Валя\Эксперименты с подачей проектов\RANTA\Уличная мебель\Айвазовский База Вася\Сборка предварительно\Планировки на ГП.pdf,1,0.0,0.0,,
планировки на гп 2,,планировка,,Работы Валя\Эксперименты с подачей проектов\RANTA\Уличная мебель\Айвазовский База Вася\Сборка предварительно\Планировки на ГП 2.pdf,1,0.0,0.0,,
"планировки, 4 модуля",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля.pdf",1,64.0,64.0,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:1",кухня 4.61м²; санузел 4.13м²; прихожая 4.76м²; спальня 7.17м²; ванная 7.73м²; гостиная 35.55м²
"планировки, 4 модуля",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля.pdf",2,63.2,63.2,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:3",Спальня 10.08м²; Кухня 5.3м²; Гостиная 23.03м²; Санузел 4.81м²; Прихожая 5.11м²; Спальня 7.73м²; Спальня 7.17м²
"планировки, 4 модуля",,планировка,COUNTRY HOUSE,"Загрузки Валя\Планировки, 4 модуля.pdf",3,58.7,58.7,"кухня:1, санузел:1, спальня:1",кухня 10.86м²; столовая 23.95м²; спальня 10.86м²; ванная 4.13м²; коридор 4.75м²; кладовая 4.12м²
"планировки, 4 модуля (1)",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля (1).pdf",1,64.0,64.0,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:1",кухня 4.61м²; санузел 4.13м²; прихожая 4.76м²; гостиная 35.55м²; спальня 7.73м²; шкаф 7.17м²
"планировки, 4 модуля (1)",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля (1).pdf",2,63.2,63.2,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:3",Спальня 10.08м²; Кухня 5.3м²; Гостиная 23.03м²; Санузел 4.81м²; Прихожая 5.11м²; Спальня 7.73м²; Спальня 7.17м²
"планировки, 4 модуля (1)",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля (1).pdf",3,58.7,58.7,"кухня:1, санузел:1, спальня:1",кухня 10.86м²; столовая 23.95м²; спальня 10.86м²; ванная 4.13м²; коридор 4.75м²; кладовая 4.12м²
"планировки, 4 модуля (2)",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля (2).pdf",1,64.0,64.0,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:2",кухня 4.61м²; санузел 4.13м²; прихожая 4.76м²; спальня 7.17м²; гостиная 35.55м²; спальня 7.73м²
"планировки, 4 модуля (2)",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля (2).pdf",2,63.2,63.2,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:3",Спальня 10.08м²; Кухня 5.3м²; Гостиная 23.03м²; Санузел 4.81м²; Прихожая 5.11м²; Спальня 7.73м²; Спальня 7.17м²
"планировки, 4 модуля (2)",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля (2).pdf",3,58.7,58.7,"кухня:1, прихожая:1, санузел:1, спальня:1",кухня 10.86м²; столовая 23.95м²; спальня 10.86м²; ванная 4.13м²; коридор 4.75м²; прихожая 4.12м²
"планировки, 4 модуля (3)",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля (3).pdf",1,64.0,64.0,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:2",кухня 4.61м²; санузел 4.13м²; прихожая 4.76м²; гостиная 35.55м²; спальня 7.73м²; спальня 7.17м²
"планировки, 4 модуля (3)",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля (3).pdf",2,63.2,63.2,"гостиная:1, кухня:1, санузел:2, спальня:3",Спальня 10.08м²; Ванная 4.81м²; Кухня 5.3м²; Гостиная 23.03м²; Туалет 5.11м²; Спальня 7.73м²; Спальня 7.17м²
"планировки, 4 модуля (3)",,планировка,COUNTRY HOUSE,"Загрузки Валя\Планировки, 4 модуля (3).pdf",3,58.7,58.7,"кухня:1, санузел:2, спальня:1",кухня 10.86м²; столовая 23.95м²; спальня 10.86м²; ванная 4.13м²; туалет 4.12м²; коридор 4.75м²
"планировки, 4 модуля (4)",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля (4).pdf",1,64.0,64.0,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:2",кухня 4.61м²; санузел 4.13м²; прихожая 4.76м²; спальня 7.17м²; гостиная 35.55м²; спальня 7.73м²
"планировки, 4 модуля (4)",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля (4).pdf",2,63.2,63.2,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:3",Спальня 10.08м²; Кухня 5.3м²; Гостиная 23.03м²; Санузел 4.81м²; Прихожая 5.11м²; Спальня 7.73м²; Спальня 7.17м²
"планировки, 4 модуля (4)",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля (4).pdf",3,58.7,58.7,"кухня:1, санузел:2, спальня:1",кухня 10.86м²; столовая 23.95м²; спальня 10.86м²; ванная 4.13м²; туалет 4.12м²; коридор 4.75м²
"планировки, 4 модуля (5)",,планировка,COUNTRY HOUSE,"Загрузки Валя\Планировки, 4 модуля (5).pdf",1,64.0,64.0,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:1",кухня 4.61м²; санузел 4.13м²; прихожая 4.76м²; спальня 7.17м²; ванная 7.73м²; гостиная 35.55м²
"планировки, 4 модуля (5)",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля (5).pdf",2,63.2,63.2,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:3",Спальня 10.08м²; Кухня 5.3м²; Гостиная 23.03м²; Санузел 4.81м²; Прихожая 5.11м²; Спальня 7.73м²; Спальня 7.17м²
"планировки, 4 модуля (5)",,планировка,COUNTRYHOUSE,"Загрузки Валя\Планировки, 4 модуля (5).pdf",3,58.7,58.7,"кухня:1, санузел:2, спальня:1",кухня 10.86м²; столовая 23.95м²; спальня 10.86м²; ванная 4.13м²; туалет 4.12м²; коридор 4.75м²
"планировки, 5 модулей",,планировка,COUNTRY HOUSE,"Загрузки Валя\Планировки, 5 модулей.pdf",1,79.7,79.7,"гостиная:1, кухня:2, прихожая:1, санузел:2, спальня:2",гостиная 36.14м²; кухня 7.17м²; спальня 7.73м²; санузел 4.13м²; прихожая 4.76м²; спальня 7.73м²; кухня 7.17м²; санузел 4.85м²
"планировки, 5 модулей",,планировка,COUNTRY HOUSE,"Загрузки Валя\Планировки, 5 модулей.pdf",2,80.1,80.1,"гостиная:1, прихожая:1, санузел:2, спальня:2",спальня 10.86м²; санузел 4.13м²; кухня-гостиная 34.16м²; коридор 8.16м²; прихожая 7.83м²; спальня 10.86м²; санузел 4.13м²
"планировки, 5 модулей",,планировка,COUNTRY HOUSE,"Загрузки Валя\Планировки, 5 модулей.pdf",3,75.7,75.7,"гостиная:1, прихожая:1, санузел:2, спальня:2",спальня 10.86м²; спальня 10.86м²; кухня-гостиная 36.14м²; санузел 4.13м²; санузел 4.13м²; коридор 4.76м²; прихожая 4.85м²
"планировки, 5 модулей (1)",,планировка,COUNTRY HOUSE,"Загрузки Валя\Планировки, 5 модулей (1).pdf",1,79.7,79.7,"кухня:1, прихожая:1, санузел:2, спальня:2",кухня-столовая 36.14м²; спальня 7.73м²; спальня 7.73м²; ванная 4.13м²; туалет 4.85м²; коридор 7.17м²; коридор 7.17м²; прихожая 4.76м²
"планировки, 5 модулей (1)",,планировка,COUNTRY HOUSE,"Загрузки Валя\Планировки, 5 модулей (1).pdf",2,69.3,69.3,"гостиная:1, прихожая:1, санузел:2, спальня:1",спальня 10.86м²; санузел 4.13м²; кухня-гостиная 34.16м²; коридор 7.83м²; прихожая 8.16м²; санузел 4.13м²
"планировки, 5 модулей (1)",,планировка,COUNTRY HOUSE,"Загрузки Валя\Планировки, 5 модулей (1).pdf",3,75.7,75.7,"гостиная:1, прихожая:1, санузел:2, спальня:2",спальня 10.86м²; спальня 10.86м²; кухня-гостиная 36.14м²; санузел 4.13м²; санузел 4.13м²; коридор 4.76м²; прихожая 4.85м²
планировки-layout1,,планировка,COUNTRYHOUSE,Работы Валя\Эксперименты с подачей проектов\Исходники двг\Планировки-Layout1.pdf,1,0.0,0.0,,
планировки. 3 модуля,,планировка,COUNTRY HOUSE,Загрузки Валя\Планировки. 3 модуля.pdf,1,47.5,47.5,"гостиная:1, прихожая:1, санузел:1, спальня:1",спальня 7.6м²; кухня-гостиная 23.41м²; санузел 4.13м²; коридор 5.03м²; прихожая 7.3м²
планировки. 3 модуля,,планировка,COUNTRY HOUSE,Загрузки Валя\Планировки. 3 модуля.pdf,2,46.9,46.9,"гостиная:1, санузел:1, спальня:2",кухня-гостиная 17.08м²; спальня 10.08м²; спальня 9.69м²; санузел 4.84м²; коридор 5.21м²
планировки. 3 модуля,,планировка,COUNTRY HOUSE,Загрузки Валя\Планировки. 3 модуля.pdf,3,47.6,47.6,"гостиная:1, санузел:1, спальня:2",спальня 7.6м²; спальня 7.3м²; кухня-гостиная 23.5м²; коридор 5.03м²; санузел 4.13м²
планировкка итоговая,,планировка,COUNTRY HOUSE,Работы Валя\5 модулей друг Василия\Планировкка итоговая.pdf,1,85.5,85.5,"гостиная:1, санузел:2, спальня:1",кухня-гостиная 45.08м²; спальня 18.0м²; санузел 3.46м²; ванная 4.26м²; кладовая 6.6м²; коридор 8.07м²
планировкка итоговая dthv,,планировка,,Работы Валя\5 модулей друг Василия\Планировкка итоговая dthv.pdf,1,19.8,19.8,"гостиная:1, кухня:1, санузел:1",кухня 5.37м²; коридор 2.56м²; ванная 1.33м²; гостиная 10.54м²
планировкка итоговая версия 1,,планировка,,Работы Валя\5 модулей друг Василия\Планировкка итоговая версия 1.pdf,1,19.8,19.8,"гостиная:1, кухня:1, санузел:1",кухня 5.37м²; коридор 2.56м²; ванная 1.33м²; гостиная 10.54м²
планировкка итоговая версия 1 (1),,планировка,,Загрузки Валя\Планировкка итоговая версия 1 (1).pdf,1,19.8,19.8,"гостиная:1, кухня:1, санузел:1",кухня 5.37м²; коридор 2.56м²; ванная 1.33м²; гостиная 10.54м²
планировкка итоговая версия 1 (2),,планировка,,Загрузки Валя\Планировкка итоговая версия 1 (2).pdf,1,19.8,19.8,"гостиная:1, кухня:1, санузел:1",кухня 5.37м²; коридор 2.56м²; санузел 1.33м²; гостиная 10.54м²
"планировочное_решение_улица_тельмана,_30к1,_кв_249",,другое,Дизайн-проект интерьера,"Загрузки Валя\Telegram Desktop\Планировочное_решение_улица_Тельмана,_30к1,_кв_249.pdf",1,0.0,0.0,,
